7200
2576
2.23402
2.24973,-0.039598,-0.039598,0
2.24982,-0.0520971,-0.0525537,0
2.2499,-0.0665864,-0.0677588,0
2.24999,-0.0760592,-0.0780769,0
2.25008,-0.087527,-0.0906368,0
2.25017,-0.103727,-0.108355,0
2.25025,-0.101188,-0.10663,0
2.25034,-0.140463,-0.149316,0
2.25043,-0.158906,-0.170405,0
2.25051,-0.169021,-0.182846,0
2.2506,-0.184436,-0.201277,0
2.25069,-0.197003,-0.216884,0
2.25078,-0.214791,-0.23855,0
2.25086,-0.219075,-0.245453,0
2.25095,-0.221315,-0.250151,0
2.25104,-0.219562,-0.250363,0
2.25113,-0.21978,-0.252828,0
2.25121,-0.223897,-0.259845,0
2.2513,-0.22406,-0.26234,0
2.25139,-0.225497,-0.266368,0
2.25147,-0.224333,-0.26735,0
2.25156,-0.225722,-0.271401,0
2.25165,-0.228988,-0.277785,0
2.25174,-0.222712,-0.272586,0
2.25182,-0.217116,-0.268115,0
2.25191,-0.225332,-0.280758,0
2.252,-0.225973,-0.284087,0
2.25209,-0.21854,-0.277217,0
2.25217,-0.222254,-0.284472,0
2.25226,-0.227745,-0.294137,0
2.25235,-0.232547,-0.303061,0
2.25243,-0.230012,-0.302481,0
2.25252,-0.217255,-0.288307,0
2.25261,-0.219585,-0.29406,0
2.2527,-0.229007,-0.309485,0
2.25278,-0.228246,-0.311288,0
2.25287,-0.226885,-0.312281,0
2.25296,-0.226689,-0.314891,0
2.25305,-0.221829,-0.310992,0
2.25313,-0.224509,-0.317674,0
2.25322,-0.224268,-0.320288,0
2.25331,-0.224009,-0.322907,0
2.25339,-0.216367,-0.314816,0
2.25348,-0.218368,-0.320717,0
2.25357,-0.230947,-0.342393,0
2.25366,-0.217784,-0.325936,0
2.25374,-0.218015,-0.329385,0
2.25383,-0.213286,-0.325315,0
2.25392,-0.225481,-0.34721,0
2.25401,-0.219636,-0.341462,0
2.25409,-0.221905,-0.348321,0
2.25418,-0.222517,-0.352668,0
2.25427,-0.227335,-0.363813,0
2.25435,-0.228903,-0.369903,0
2.25444,-0.237737,-0.387951,0
