7200
896
0.767945
0.783653,-0.0431335,-0.0431335,0
0.78374,-0.0380168,-0.03835,0
0.783827,-0.0637827,-0.0649058,0
0.783915,-0.0293072,-0.0300847,0
0.784002,-0.0229237,-0.0237382,0
0.784089,-0.0331926,-0.0346735,0
0.784176,-0.0399246,-0.0420717,0
0.784264,-0.0808516,-0.0859478,0
0.784351,-0.124124,-0.133106,0
0.784438,-0.171058,-0.185049,0
0.784525,-0.237132,-0.258784,0
0.784613,-0.114975,-0.126577,0
0.7847,-0.325867,-0.361912,0
0.784787,-0.325616,-0.364822,0
0.784875,-0.333298,-0.376725,0
0.784962,-0.340222,-0.387949,0
0.785049,-0.350992,-0.40377,0
0.785136,-0.351837,-0.408328,0
0.785224,-0.289654,-0.339141,0
0.785311,-0.357953,-0.422831,0
0.785398,-0.296325,-0.353146,0
0.785485,-0.2967,-0.356743,0
0.785573,-0.293232,-0.355719,0
0.78566,-0.286616,-0.3508,0
0.785747,-0.291375,-0.359819,0
0.785834,-0.301069,-0.375124,0
0.785922,-0.300675,-0.378,0
0.786009,-0.298403,-0.378523,0
0.786096,-0.294286,-0.376669,0
0.786184,-0.299374,-0.386647,0
0.786271,-0.301337,-0.39271,0
0.786358,-0.305068,-0.401185,0
0.786445,-0.297297,-0.394526,0
0.786533,-0.298564,-0.399826,0
0.78662,-0.296222,-0.400321,0
0.786707,-0.28915,-0.394351,0
0.786794,-0.281549,-0.387519,0
0.786882,-0.27635,-0.383874,0
0.786969,-0.279318,-0.39159,0
0.787056,-0.279915,-0.396071,0
0.787143,-0.28392,-0.40548,0
0.787231,-0.278728,-0.401785,0
0.787318,-0.278105,-0.404646,0
0.787405,-0.278588,-0.409162,0
0.787493,-0.278478,-0.412861,0
0.78758,-0.280007,-0.419061,0
0.787667,-0.278176,-0.420278,0
0.787754,-0.281823,-0.429851,0
0.787842,-0.278311,-0.428561,0
0.787929,-0.276979,-0.430612,0
0.788016,-0.270799,-0.425069,0
0.788103,-0.270009,-0.427938,0
0.788191,-0.271319,-0.434201,0
0.788278,-0.272579,-0.440482,0
0.788365,-0.270654,-0.441668,0
0.788452,-0.268206,-0.441989,0
0.78854,-0.26885,-0.447441,0
0.788627,-0.267406,-0.44947,0
0.788714,-0.268995,-0.456663,0
0.788802,-0.274557,-0.47079,0
0.788889,-0.291,-0.504027,0
0.788976,-0.298226,-0.521788,0
0.789063,-0.298901,-0.528306,0
0.789151,-0.301479,-0.53833,0
0.789238,-0.301067,-0.543139,0
0.789325,-0.299175,-0.545324,0
0.789412,-0.304904,-0.561564,0
0.7895,-0.300558,-0.559366,0
0.789587,-0.296706,-0.558023,0
0.789674,-0.297062,-0.564622,0
0.789761,-0.29829,-0.573009,0
0.789849,-0.300823,-0.584084,0
0.789936,-0.29918,-0.587173,0
0.790023,-0.297965,-0.591152,0
0.790111,-0.301184,-0.604081,0
0.790198,-0.300314,-0.608977,0
0.790285,-0.296777,-0.608484,0
0.790372,-0.300636,-0.623283,0
0.79046,-0.298775,-0.626394,0
0.790547,-0.293479,-0.622265,0
0.790634,-0.301749,-0.647104,0
0.790721,-0.298086,-0.646598,0
0.790809,-0.29692,-0.651532,0
0.790896,-0.299414,-0.664675,0
0.790983,-0.297325,-0.667802,0
0.79107,-0.297227,-0.6755,0
0.791158,-0.303049,-0.696966,0
0.791245,-0.295663,-0.688175,0
0.791332,-0.298519,-0.703266,0
0.79142,-0.302021,-0.720239,0
0.791507,-0.303468,-0.732636,0
