7200
4414
3.83972
3.85543,-0.0212132,-0.0212132,0
3.85552,-0.0591372,-0.0596556,0
3.85561,-0.0427555,-0.0435083,0
3.85569,-0.0481475,-0.0494248,0
3.85578,-0.0458475,-0.0474764,0
3.85587,-0.0636192,-0.0664575,0
3.85596,-0.0667704,-0.0703613,0
3.85604,-0.0596109,-0.0633683,0
3.85613,-0.0579699,-0.0621651,0
3.85622,-0.0570193,-0.0616831,0
3.8563,-0.0547228,-0.0597195,0
3.85639,-0.060513,-0.0666196,0
3.85648,-0.0602218,-0.066883,0
3.85657,-0.0752446,-0.0843045,0
3.85665,-0.0642741,-0.0726487,0
3.85674,-0.0474729,-0.0541325,0
3.85683,-0.0570771,-0.0656597,0
3.85692,-0.0509153,-0.0590901,0
3.857,-0.0655943,-0.076801,0
3.85709,-0.0607357,-0.0717438,0
3.85718,-0.0649216,-0.0773705,0
3.85726,-0.0537129,-0.0645827,0
3.85735,-0.0553388,-0.0671313,0
3.85744,-0.060107,-0.0735673,0
3.85753,-0.062932,-0.0777146,0
3.85761,-0.065722,-0.0818879,0
3.8577,-0.0510462,-0.0641739,0
3.85779,-0.0588139,-0.0746051,0
3.85788,-0.0510999,-0.0654049,0
3.85796,-0.056324,-0.0727434,0
3.85805,-0.0596586,-0.0777486,0
3.85814,-0.0653718,-0.0859682,0
3.85822,-0.0613851,-0.0814608,0
3.85831,-0.0538492,-0.0721128,0
3.8584,-0.0523444,-0.0707394,0
3.85849,-0.0549918,-0.0749993,0
3.85857,-0.0581907,-0.0800927,0
3.85866,-0.0695257,-0.0965773,0
3.85875,-0.0551668,-0.077341,0
3.85884,-0.0525202,-0.0743144,0
3.85892,-0.0493276,-0.0704471,0
3.85901,-0.0655496,-0.0944894,0
3.8591,-0.0606055,-0.0881815,0
3.85918,-0.0540293,-0.0793526,0
3.85927,-0.0592744,-0.087878,0
3.85936,-0.0661129,-0.0989449,0
3.85945,-0.0562976,-0.0850563,0
3.85953,-0.0767611,-0.11708,0
3.85962,-0.0599103,-0.0922538,0
3.85971,-0.0584252,-0.0908322,0
3.8598,-0.048357,-0.0759052,0
3.85988,-0.0309496,-0.0490522,0
3.85997,-0.0498124,-0.0797165,0
3.86006,-1.06821,-1.72622,0
3.86014,-1.06799,-1.7428,0
3.86023,-1.0666,-1.7577,0
3.86032,-1.06407,-1.77091,0
3.86041,-1.05838,-1.77897,0
3.86049,-1.06583,-1.80942,0
3.86058,-1.05893,-1.81578,0
3.86067,-1.0645,-1.84377,0
3.86076,-1.06389,-1.86142,0
3.86084,-1.06167,-1.87649,0
3.86093,-1.05884,-1.8907,0
3.86102,-1.06707,-1.92504,0
3.8611,-1.0625,-1.93669,0
3.86119,-1.05977,-1.95185,0
3.86128,-1.06071,-1.97408,0
3.86137,-1.06476,-2.00253,0
3.86145,-1.06207,-2.01866,0
3.86154,-1.06479,-2.04545,0
3.86163,-1.05906,-2.0563,0
3.86172,-1.06688,-2.09387,0
3.8618,-1.05998,-2.10297,0
3.86189,-1.06329,-2.13263,0
3.86198,-1.06238,-2.15429,0
3.86206,-1.06042,-2.17418,0
3.86215,-1.06005,-2.1977,0
3.86224,-1.05949,-2.22126,0
3.86233,-1.06344,-2.25481,0
3.86241,-1.05993,-2.27302,0
3.8625,-1.06214,-2.30396,0
3.86259,-1.06286,-2.33223,0
3.86268,-1.06335,-2.36055,0
3.86276,-1.05955,-2.37979,0
3.86285,-1.06446,-2.41917,0
3.86294,-1.06027,-2.43846,0
3.86302,-1.06423,-2.47706,0
3.86311,-1.06044,-2.49825,0
3.8632,-1.05804,-2.52314,0
3.86329,-1.05927,-2.5573,0
3.86337,-1.05492,-2.57856,0
3.86346,-1.05077,-2.60075,0
3.86355,-1.04682,-2.62389,0
3.86364,-0.90196,-2.28976,0
3.86372,-0.89196,-2.29367,0
3.86381,-0.852557,-2.22099,0
3.8639,-0.831875,-2.1957,0
3.86398,-0.820186,-2.19369,0
3.86407,-0.805068,-2.18223,0
3.86416,-0.792803,-2.17821,0
3.86425,-0.779912,-2.17223,0
3.86433,-0.771428,-2.17844,0
3.86442,-0.758618,-2.17235,0
3.86451,-0.749458,-2.17658,0
3.8646,-0.735132,-2.16563,0
3.86468,-0.724407,-2.16502,0
3.86477,-0.7137,-2.16436,0
3.86486,-0.708267,-2.17982,0
3.86494,-0.701188,-2.19051,0
3.86503,-0.695833,-2.2069,0
3.86512,-0.685308,-2.20705,0
3.86521,-0.680934,-2.22723,0
3.86529,-0.672938,-2.23593,0
3.86538,-0.667436,-2.25323,0
3.86547,-0.667952,-2.29164,0
3.86556,-0.663735,-2.31472,0
3.86564,-0.663943,-2.35417,0
3.86573,-0.644846,-2.32524,0
3.86582,-1.06501,-3.90642,0
3.8659,-1.06193,-3.96319,0
3.86599,-1.06169,-4.03258,0
3.86608,-1.05986,-4.09817,0
3.86617,-1.06166,-4.18029,0
